ID,Sta,cast,nisk,qc,YYYY,MM,DD,TIME,Lat,Long,btm,Press,CTD T,CTD Salt,Bot Sal,qc,CTD O2,Bot O2,qc,DIC,qc,TA,qc,pH TOT,pH Temp,qc,CO3,qc,Sil,Amm,Nitra,Nitri,PO4,qc,Line,PO4 4 co2sys,SIL 4 co2sys,nut flag,TA 4 co2sys,TA flag,DIC 4 co2sys,DIC flag,Blanc1,pH TOT in situ,pCO2,CO2,HCO3,CO3,Calc,Arag,Revelle Factor,Blanc2,pH TOT in situ,pCO2,CO2,HCO3,CO3,Calc,Arag,Revelle Factor
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.702,757.98,44.05,2271.73,58.42,0.91,0.59,18.88,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.681,807.18,46.81,2275.56,55.44,0.88,0.57,19.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.625,977.91,55.25,2276.56,48.30,0.85,0.55,19.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.568,1181.69,64.25,2263.12,42.33,0.83,0.53,19.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.540,1300.03,68.23,2239.84,39.93,0.83,0.53,18.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.535,1336.93,67.68,2210.66,39.97,0.87,0.55,18.70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.549,1302.74,64.70,2189.50,41.40,0.92,0.58,18.72,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.585,1206.40,57.81,2164.05,46.03,1.04,0.66,18.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.643,1060.92,49.18,2132.44,53.38,1.23,0.78,18.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.676,980.13,45.02,2109.95,57.33,1.34,0.85,18.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.704,917.41,41.87,2097.85,61.08,1.43,0.91,17.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.717,887.81,40.20,2084.60,63.00,1.48,0.94,17.80,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.754,810.77,36.50,2064.99,68.21,1.61,1.02,17.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.777,767.85,34.02,2049.11,72.47,1.72,1.09,17.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.829,676.22,29.77,2026.86,81.17,1.93,1.23,16.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.830,674.73,29.38,2017.38,81.84,1.95,1.24,16.17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.917,542.55,23.30,1972.80,99.10,2.37,1.51,14.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.969,476.39,19.10,1920.90,118.09,2.83,1.81,13.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.008,432.32,17.33,1905.37,128.21,3.09,1.97,12.80,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.744,655.55,38.42,2259.53,65.15,0.94,0.61,18.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.666,833.36,48.37,2271.88,53.45,0.85,0.55,19.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.642,937.47,53.08,2270.74,49.98,0.88,0.57,19.22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.591,1115.30,60.77,2257.34,44.49,0.87,0.56,19.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.554,1249.27,66.62,2243.46,40.72,0.84,0.53,18.91,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.547,1296.37,66.76,2209.73,40.21,0.87,0.55,18.77,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.561,1269.75,62.91,2192.32,42.76,0.95,0.60,18.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.607,1141.59,55.79,2163.98,47.33,1.07,0.68,18.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.681,963.54,44.92,2118.56,57.52,1.33,0.84,18.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.694,939.37,42.96,2108.05,60.09,1.40,0.89,18.04,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.706,913.50,41.69,2098.49,61.42,1.44,0.91,17.94,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.752,814.66,36.98,2074.27,67.75,1.59,1.01,17.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.770,779.33,35.18,2060.89,70.43,1.67,1.06,17.20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.787,749.99,33.37,2046.99,73.64,1.75,1.11,16.90,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.798,729.55,32.18,2038.53,75.99,1.81,1.15,16.69,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.817,697.84,30.45,2030.61,80.04,1.91,1.21,16.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.865,620.92,26.74,2006.86,89.50,2.14,1.36,15.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.979,465.13,18.89,1926.49,119.41,2.87,1.83,13.34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.009,430.04,17.02,1896.24,129.94,3.13,1.99,12.68,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.015,425.01,16.82,1895.56,131.41,3.17,2.02,12.61,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.589,1114.11,61.26,2267.78,44.25,0.85,0.54,19.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.573,1164.46,63.56,2261.86,42.68,0.84,0.53,19.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.554,1251.31,66.29,2243.87,41.03,0.85,0.54,18.91,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.550,1287.51,65.29,2205.71,41.19,0.89,0.57,18.78,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.563,1259.84,62.53,2186.16,42.71,0.95,0.60,18.77,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.596,1175.74,57.16,2170.46,46.58,1.05,0.67,18.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.669,993.11,46.45,2127.52,56.03,1.29,0.82,18.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.706,910.85,41.97,2101.15,60.88,1.42,0.90,17.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.752,813.96,37.39,2079.71,66.99,1.57,1.00,17.52,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.754,811.82,37.02,2075.57,67.60,1.59,1.01,17.46,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.777,767.35,34.83,2064.62,71.25,1.68,1.07,17.15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.798,728.55,32.96,2047.47,74.07,1.76,1.12,16.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.819,689.85,30.95,2031.04,77.81,1.85,1.17,16.54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.883,591.30,25.75,1999.08,91.67,2.19,1.39,15.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.919,542.28,23.34,1983.49,100.06,2.39,1.52,14.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.924,535.32,23.04,1979.83,101.03,2.42,1.54,14.65,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.931,527.56,22.71,1978.93,102.45,2.46,1.56,14.56,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.934,523.42,22.53,1977.07,103.09,2.48,1.57,14.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.754,814.49,37.28,2076.28,67.14,1.59,1.01,17.50,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.743,835.97,38.27,2079.03,65.60,1.56,0.99,17.62,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.760,803.84,36.79,2074.74,67.97,1.62,1.02,17.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.768,788.49,36.07,2069.06,68.97,1.64,1.04,17.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.795,736.73,33.38,2054.03,73.69,1.76,1.12,16.94,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.851,645.56,28.29,2025.65,85.67,2.05,1.30,15.92,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.867,620.38,27.11,2021.28,89.11,2.13,1.36,15.65,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.846,652.51,28.52,2024.40,84.97,2.04,1.29,15.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.861,629.91,27.53,2022.00,87.88,2.11,1.34,15.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.703,923.67,42.52,2103.05,60.33,1.42,0.90,18.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.693,948.96,43.40,2100.01,59.09,1.40,0.89,18.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.701,931.17,42.53,2097.76,60.21,1.43,0.91,18.02,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.701,932.15,42.52,2097.43,60.24,1.43,0.91,18.02,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.812,711.58,31.33,2047.19,78.88,1.88,1.20,16.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.821,696.30,30.62,2040.98,80.31,1.92,1.22,16.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.830,681.81,29.94,2039.03,82.03,1.97,1.25,16.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.830,682.54,29.95,2038.82,82.02,1.97,1.25,16.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.700,931.78,42.85,2102.78,59.86,1.42,0.90,18.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699,934.75,43.00,2103.48,59.72,1.42,0.90,18.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.695,944.45,43.45,2103.91,59.15,1.41,0.89,18.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.783,762.73,34.05,2060.70,73.15,1.74,1.11,16.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.800,731.75,32.48,2052.93,76.28,1.82,1.16,16.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.795,742.26,32.93,2054.21,75.36,1.80,1.14,16.80,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.799,734.98,32.51,2052.44,76.35,1.83,1.16,16.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.787,758.29,33.46,2054.97,74.47,1.79,1.13,16.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.617,1117.28,54.40,2161.71,48.49,1.10,0.70,18.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.656,1025.08,48.18,2131.97,54.16,1.25,0.79,18.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.763,793.35,36.30,2071.04,68.56,1.61,1.02,17.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.896,568.88,24.83,1983.91,93.36,2.23,1.41,15.18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.695,945.83,43.24,2098.02,59.25,1.41,0.89,18.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.703,929.54,42.49,2098.48,60.33,1.44,0.91,18.02,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.746,840.05,37.40,2079.64,67.95,1.63,1.03,17.43,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.737,858.25,38.05,2078.79,66.86,1.60,1.02,17.50,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.756,822.14,35.79,2069.44,70.97,1.70,1.08,17.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.769,795.69,34.63,2063.33,72.94,1.75,1.11,16.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.607,35339.20,1538.19,630.46,0.15,0.00,0.00,1.41,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.689,964.24,43.48,2101.78,59.44,1.42,0.90,18.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.687,970.05,43.54,2101.31,59.45,1.42,0.90,18.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.686,975.31,43.66,2102.99,59.45,1.42,0.90,18.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.690,965.03,43.17,2101.27,60.06,1.44,0.91,18.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.690,965.95,43.18,2101.15,60.07,1.44,0.91,18.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.622,34854.22,1556.15,647.69,0.16,0.00,0.00,1.41,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.896,574.52,25.87,2017.71,92.02,2.19,1.39,15.42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.900,569.53,25.63,2016.92,92.85,2.22,1.41,15.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.969,478.98,21.27,1981.29,108.53,2.60,1.65,14.18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.022,418.77,18.45,1951.91,121.84,2.92,1.85,13.30,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.065,373.81,16.36,1919.18,133.15,3.20,2.03,12.61,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.083,356.75,15.58,1909.20,138.52,3.33,2.11,12.33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.828,679.75,31.00,2049.43,78.76,1.87,1.19,16.54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.830,676.38,30.86,2047.55,78.99,1.88,1.19,16.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.833,670.51,30.55,2045.47,79.67,1.90,1.20,16.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.849,644.96,29.30,2037.18,82.53,1.97,1.25,16.20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.855,637.11,28.91,2035.89,83.60,2.00,1.27,16.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.939,516.95,23.20,1995.34,100.46,2.41,1.53,14.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.140,306.53,13.28,1866.46,155.76,3.74,2.37,11.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.151,298.25,12.90,1859.70,159.29,3.83,2.43,11.34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.713,898.65,42.39,2108.63,60.28,1.42,0.90,18.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.740,841.18,39.40,2093.89,64.11,1.51,0.96,17.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.758,804.71,37.41,2079.07,66.73,1.58,1.00,17.56,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.768,787.13,36.45,2073.09,68.16,1.62,1.03,17.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.775,772.35,35.60,2064.46,69.34,1.65,1.05,17.32,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.816,699.41,31.93,2048.93,76.43,1.83,1.16,16.72,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.927,531.77,23.79,1998.75,98.46,2.36,1.49,14.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.967,481.99,21.47,1981.69,107.44,2.57,1.63,14.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.982,462.68,20.54,1970.55,111.21,2.67,1.69,13.97,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.007,435.38,19.25,1957.81,117.34,2.82,1.79,13.56,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.697,931.94,44.18,2117.64,58.18,1.36,0.86,18.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.726,871.49,41.15,2105.66,61.88,1.46,0.92,17.97,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.713,899.20,42.35,2103.92,60.13,1.42,0.90,18.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.762,797.45,37.24,2081.36,67.10,1.59,1.01,17.54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.772,778.43,36.11,2073.94,68.84,1.64,1.04,17.39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.909,554.97,24.96,2009.47,94.57,2.25,1.43,15.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.948,504.06,22.48,1987.53,103.09,2.46,1.56,14.54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.955,495.84,22.09,1984.90,104.71,2.51,1.59,14.43,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.994,448.75,19.82,1962.05,114.44,2.74,1.74,13.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998,444.92,19.60,1959.54,115.56,2.77,1.76,13.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.668,986.49,47.01,2127.48,54.81,1.25,0.79,18.44,,,,,,,,,
