ID,Sta,cast,nisk,qc,YYYY,MM,DD,TIME,Lat,Long,btm,Press,CTD T,CTD Salt,Bot Sal,qc,CTD O2,Bot O2,qc,DIC,qc,TA,qc,pH TOT,pH Temp,qc,CO3,qc,Sil,Amm,Nitra,Nitri,PO4,qc,Line,PO4 4 co2sys,SIL 4 co2sys,nut flag,TA 4 co2sys,TA flag,DIC 4 co2sys,DIC flag,Blanc1,pH TOT in situ,pCO2,CO2,HCO3,CO3,Calc,Arag,Revelle Factor,Blanc2,pH TOT in situ,pCO2,CO2,HCO3,CO3,Calc,Arag,Revelle Factor
820103,82,1,3,3,2016,05,28,21:13:11,44.652,-124.999,960,750.0,4.17,34.299,-999.000,9,9.8,10.1,2,2354.0,2,2350.1,2,7.2810,25.0,2,43.28,3,110.06,0.03,43.19,0.04,3.27,2,11,3.27,110.06,2,2350.1,2,2354.0,2,,7.546,1272.37,68.36,2246.00,39.65,0.82,0.52,18.88,,7.546,1272.37,68.36,2246.00,39.65,0.82,0.52,18.88
820104,82,1,4,2,2016,05,28,21:19:14,44.652,-124.999,960,499.9,5.03,34.136,-999.000,9,25.4,24.8,2,2319.9,2,2315.4,2,7.2861,25.0,2,45.23,2,85.57,0.02,41.07,0.05,3.10,2,11,3.10,85.57,2,2315.4,2,2319.9,2,,7.543,1305.14,68.02,2212.51,39.36,0.85,0.54,18.76,,7.543,1305.14,68.02,2212.51,39.36,0.85,0.54,18.76
820105,82,1,5,2,2016,05,28,21:23:01,44.652,-124.999,960,400.2,5.60,34.061,34.062,2,44.1,-999,9,2294.1,2,2299.2,2,7.3150,25.0,2,47.66,2,72.55,0.06,39.03,0.05,2.83,2,11,2.83,72.55,2,2299.2,2,2294.1,2,,7.573,1223.83,62.54,2189.23,42.33,0.94,0.59,18.84,,7.573,1223.83,62.54,2189.23,42.33,0.94,0.59,18.84
820106,82,1,6,2,2016,05,28,21:27:00,44.652,-124.999,960,299.6,6.14,34.009,-999.000,9,63.5,-999,9,2270.2,2,2285.4,2,7.3518,25.0,2,51.24,2,61.50,0.04,36.64,0.04,2.63,2,11,2.63,61.50,2,2285.4,2,2270.2,2,,7.605,1142.41,57.29,2167.17,45.74,1.03,0.66,18.83,,7.605,1142.41,57.29,2167.17,45.74,1.03,0.66,18.83
820107,82,1,7,2,2016,05,28,21:31:39,44.652,-124.999,960,200.4,7.10,33.948,-999.000,9,96.1,97.2,2,2231.2,2,2270.6,2,7.4189,25.0,2,58.57,2,46.29,0.05,32.14,0.08,2.41,2,11,2.41,46.29,2,2270.6,2,2231.2,2,,7.680,962.35,46.69,2129.50,55.01,1.27,0.80,18.47,,7.680,962.35,46.69,2129.50,55.01,1.27,0.80,18.47
820108,82,1,8,2,2016,05,28,21:35:02,44.652,-124.999,960,149.8,7.70,33.895,-999.000,9,115.1,-999,9,2208.4,2,2260.9,2,7.4618,25.0,2,63.59,2,38.60,0.01,29.55,0.04,2.22,2,11,2.22,38.60,2,2260.9,2,2208.4,2,,7.719,879.15,41.78,2105.95,60.66,1.41,0.90,18.07,,7.719,879.15,41.78,2105.95,60.66,1.41,0.90,18.07
820109,82,1,9,2,2016,05,28,21:37:23,44.652,-124.999,960,125.2,8.25,33.742,-999.000,9,126.9,-999,9,2190.7,2,2248.1,2,7.4799,25.0,2,65.63,2,32.90,0.02,27.48,0.04,2.11,2,11,2.11,32.90,2,2248.1,2,2190.7,2,,7.731,854.76,39.90,2087.98,62.82,1.47,0.93,17.87,,7.731,854.76,39.90,2087.98,62.82,1.47,0.93,17.87
820110,82,1,10,2,2016,05,28,21:39:55,44.652,-124.999,960,100.1,8.83,33.478,-999.000,9,151.5,147.4,2,2165.9,2,2233.0,2,7.5245,25.0,2,71.32,2,26.79,0.01,24.41,0.05,1.91,2,11,1.91,26.79,2,2233.0,2,2165.9,2,,7.759,796.32,36.52,2062.13,67.26,1.59,1.01,17.48,,7.759,796.32,36.52,2062.13,67.26,1.59,1.01,17.48
820111,82,1,11,2,2016,05,28,21:41:51,44.652,-124.999,960,80.1,9.12,33.326,-999.000,9,162.1,-999,9,2143.5,2,2225.2,2,7.5601,25.0,2,75.52,2,23.46,0.02,22.03,0.06,1.78,2,11,1.78,23.46,2,2225.2,2,2143.5,2,,7.805,711.06,32.32,2036.86,74.33,1.76,1.12,16.86,,7.805,711.06,32.32,2036.86,74.33,1.76,1.12,16.86
820112,82,1,12,2,2016,05,28,21:43:44,44.652,-124.999,960,59.9,9.73,32.852,-999.000,9,210.4,-999,9,2084.8,2,2198.4,2,7.6647,25.0,2,92.32,2,14.58,0.03,14.58,0.08,1.33,2,11,1.33,14.58,2,2198.4,2,2084.8,2,,7.903,553.89,24.73,1969.12,90.95,2.17,1.38,15.35,,7.903,553.89,24.73,1969.12,90.95,2.17,1.38,15.35
820113,82,1,13,2,2016,05,28,21:45:17,44.652,-124.999,960,50.1,9.92,32.564,-999.000,9,248.1,237.2,2,2044.9,2,2185.8,2,7.7399,25.0,2,104.96,2,8.27,0.02,9.31,0.10,1.01,2,11,1.01,8.27,2,2185.8,2,2044.9,2,,7.982,450.88,20.04,1918.47,106.39,2.55,1.61,14.11,,7.982,450.88,20.04,1918.47,106.39,2.55,1.61,14.11
820114,82,1,14,2,2016,05,28,21:46:58,44.652,-124.999,960,40.4,10.36,32.461,-999.000,9,261.7,-999,9,2018.1,2,2175.0,2,7.7937,25.0,2,120.69,2,4.14,0.04,4.78,0.16,0.73,2,11,0.73,4.14,2,2175.0,2,2018.1,2,,8.021,407.01,17.84,1884.37,115.89,2.78,1.76,13.40,,8.021,407.01,17.84,1884.37,115.89,2.78,1.76,13.40
820115,82,1,15,2,2016,05,28,21:48:46,44.652,-124.999,960,30.2,11.00,32.410,-999.000,9,280.6,276.7,2,2002.1,6,2177.8,2,7.8396,25.0,2,129.99,2,2.78,0.02,1.42,0.10,0.57,2,11,0.57,2.78,2,2177.8,2,2002.1,2,,8.059,370.22,15.89,1858.60,127.60,3.07,1.95,12.69,,8.059,370.22,15.89,1858.60,127.60,3.07,1.95,12.69
820116,82,1,16,2,2016,05,28,21:50:35,44.652,-124.999,960,20.3,11.32,32.322,-999.000,9,281.8,-999,9,1990.1,2,2173.3,2,7.8645,25.0,2,135.71,3,2.22,0.13,0.11,0.07,0.46,2,11,0.46,2.22,2,2173.3,2,1990.1,2,,8.074,355.61,15.12,1842.68,132.31,3.19,2.02,12.40,,8.074,355.61,15.12,1842.68,132.31,3.19,2.02,12.40
820117,82,1,17,3,2016,05,28,21:52:13,44.652,-124.999,960,10.4,14.86,30.120,-999.000,9,267.6,275.3,2,1928.9,2,2138.8,2,7.9370,25.0,3,131.07,3,1.86,0.03,0.28,0.06,0.28,2,11,0.28,1.86,2,2138.8,2,1928.9,2,,8.115,321.07,12.37,1765.27,151.26,3.71,2.36,11.47,,8.115,321.07,12.37,1765.27,151.26,3.71,2.36,11.47
820118,82,1,18,2,2016,05,28,21:53:37,44.652,-124.999,960,2.7,15.33,29.785,-999.000,9,267.7,268.6,2,1860.8,2,2092.2,6,8.0125,25.0,2,170.44,3,1.69,0.07,0.06,0.08,0.12,2,11,0.12,1.69,2,2092.2,2,1860.8,2,,8.167,273.96,10.42,1686.23,164.15,4.04,2.57,10.74,,8.167,273.96,10.42,1686.23,164.15,4.04,2.57,10.74
820119,82,1,19,2,2016,05,28,21:53:39,44.652,-124.999,960,3.0,15.27,29.778,-999.000,9,267.6,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,11,0.31,3.58,3,2156.7,3,1927.0,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.154,293.03,11.17,1750.80,164.98,4.06,2.58,10.99
820120,82,1,20,2,2016,05,28,21:53:43,44.652,-124.999,960,2.7,15.33,29.787,-999.000,9,267.6,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,11,0.31,3.58,3,2156.7,3,1927.0,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.153,293.85,11.18,1750.78,164.99,4.07,2.58,10.99
820121,82,1,21,2,2016,05,28,21:53:45,44.652,-124.999,960,3.1,15.31,29.787,-999.000,9,267.7,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,11,0.31,3.58,3,2156.7,3,1927.0,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.153,293.60,11.18,1750.79,164.98,4.06,2.58,10.99
830101,83,1,1,2,2016,05,29,00:07:56,44.652,-124.777,244,240.1,6.63,33.991,-999.000,9,73.9,74.7,2,2256.7,6,2279.1,6,7.3740,25.0,6,54.14,2,54.76,0.02,34.97,0.13,2.63,2,11,2.63,54.76,2,2279.1,2,2256.7,2,,7.626,1094.55,53.96,2154.36,48.38,1.11,0.70,18.76,,7.626,1094.55,53.96,2154.36,48.38,1.11,0.70,18.76
830102,83,1,2,2,2016,05,29,00:10:51,44.652,-124.777,244,225.1,6.76,33.981,-999.000,9,79.0,78.3,2,2251.8,2,2278.7,2,7.3825,25.0,2,54.55,2,53.14,0.30,34.65,0.10,2.59,2,11,2.59,53.14,2,2278.7,2,2251.8,2,,7.640,1059.46,51.99,2149.70,50.11,1.15,0.73,18.71,,7.640,1059.46,51.99,2149.70,50.11,1.15,0.73,18.71
830103,83,1,3,2,2016,05,29,00:13:21,44.652,-124.777,244,199.9,6.89,33.970,33.973,2,84.0,-999,9,2244.7,2,2275.8,2,7.3925,25.0,2,55.50,2,50.34,0.03,33.96,0.10,2.52,2,11,2.52,50.34,2,2275.8,2,2244.7,2,,7.654,1026.39,50.15,2142.81,51.74,1.19,0.76,18.64,,7.654,1026.39,50.15,2142.81,51.74,1.19,0.76,18.64
830104,83,1,4,2,2016,05,29,00:16:00,44.652,-124.777,244,175.2,7.31,33.919,-999.000,9,95.8,95.9,2,2230.6,2,2267.7,2,7.4175,25.0,2,58.86,2,45.16,0.05,32.21,0.12,2.43,2,11,2.43,45.16,2,2267.7,2,2230.6,2,,7.670,988.11,47.59,2128.89,54.12,1.26,0.80,18.50,,7.670,988.11,47.59,2128.89,54.12,1.26,0.80,18.50
830105,83,1,5,2,2016,05,29,00:18:42,44.652,-124.777,244,150.3,7.75,33.854,-999.000,9,109.0,-999,9,2213.8,2,2259.2,2,7.4441,25.0,2,61.21,2,38.80,0.01,30.36,0.10,2.29,2,11,2.29,38.80,2,2259.2,2,2213.8,2,,7.695,932.87,44.27,2111.95,57.58,1.34,0.85,18.27,,7.695,932.87,44.27,2111.95,57.58,1.34,0.85,18.27
830106,83,1,6,2,2016,05,29,00:21:25,44.652,-124.777,244,124.8,8.15,33.782,-999.000,9,123.3,122.7,2,2197.2,2,2251.5,2,7.4730,25.0,2,64.97,2,34.21,0.01,28.45,0.07,2.17,2,11,2.17,34.21,2,2251.5,2,2197.2,2,,7.721,875.78,41.02,2094.73,61.46,1.44,0.91,17.98,,7.721,875.78,41.02,2094.73,61.46,1.44,0.91,17.98
830107,83,1,7,2,2016,05,29,00:23:48,44.652,-124.777,244,100.0,8.67,33.576,-999.000,9,141.3,-999,9,2173.1,2,2237.9,2,7.5094,25.0,2,69.32,2,28.25,0.01,25.86,0.04,2.03,2,11,2.03,28.25,2,2237.9,2,2173.1,2,,7.752,810.72,37.35,2069.57,66.18,1.56,0.99,17.58,,7.752,810.72,37.35,2069.57,66.18,1.56,0.99,17.58
830108,83,1,8,2,2016,05,29,00:26:00,44.652,-124.777,244,79.9,9.09,33.281,-999.000,9,167.5,159.9,2,2148.1,2,2227.0,2,7.5520,25.0,3,74.37,2,24.46,0.02,23.04,0.04,1.86,2,11,1.86,24.46,2,2227.0,2,2148.1,2,,7.797,726.58,33.06,2042.10,72.94,1.73,1.10,17.00,,7.797,726.58,33.06,2042.10,72.94,1.73,1.10,17.00
830109,83,1,9,2,2016,05,29,00:28:03,44.652,-124.777,244,60.2,9.65,32.685,-999.000,9,220.2,-999,9,2080.9,2,2194.0,2,7.6744,25.0,2,95.29,3,12.36,0.00,13.05,0.08,1.25,2,11,1.25,12.36,2,2194.0,2,2080.9,2,,7.905,549.67,24.63,1965.61,90.66,2.16,1.37,15.38,,7.905,549.67,24.63,1965.61,90.66,2.16,1.37,15.38
830110,83,1,10,2,2016,05,29,00:30:12,44.652,-124.777,244,50.1,9.90,32.462,-999.000,9,256.0,254.5,2,2026.7,2,2174.2,2,7.7729,25.0,2,112.66,2,4.81,0.03,6.58,0.07,0.88,2,11,0.88,4.81,2,2174.2,2,2026.7,2,,8.003,425.15,18.92,1897.72,110.06,2.64,1.67,13.80,,8.003,425.15,18.92,1897.72,110.06,2.64,1.67,13.80
830111,83,1,11,2,2016,05,29,00:32:00,44.652,-124.777,244,40.1,10.28,32.414,-999.000,9,258.1,-999,9,2021.8,2,2174.5,2,7.7862,25.0,2,116.99,2,3.98,0.01,4.69,0.15,0.79,2,11,0.79,3.98,2,2174.5,2,2021.8,2,,8.012,416.59,18.31,1890.12,113.37,2.72,1.72,13.57,,8.012,416.59,18.31,1890.12,113.37,2.72,1.72,13.57
830112,83,1,12,2,2016,05,29,00:33:43,44.652,-124.777,244,29.5,10.87,32.417,-999.000,9,272.6,275.2,2,2004.3,2,2176.9,6,7.8351,25.0,2,129.54,2,2.76,0.01,0.86,0.09,0.56,2,11,0.56,2.76,2,2176.9,2,2004.3,2,,8.053,375.12,16.18,1862.46,125.66,3.02,1.92,12.80,,8.053,375.12,16.18,1862.46,125.66,3.02,1.92,12.80
830113,83,1,13,2,2016,05,29,00:35:42,44.652,-124.777,244,19.7,11.31,32.289,-999.000,9,278.5,-999,9,1992.6,2,2173.6,2,7.8574,25.0,3,132.73,2,2.54,0.01,0.20,0.04,0.47,2,11,0.47,2.54,2,2173.6,2,1992.6,2,,8.069,360.20,15.32,1846.29,130.99,3.16,2.00,12.48,,8.069,360.20,15.32,1846.29,130.99,3.16,2.00,12.48
830114,83,1,14,2,2016,05,29,00:37:18,44.652,-124.777,244,10.2,13.29,30.893,-999.000,9,275.2,276.0,2,1917.3,2,2130.7,2,7.9527,25.0,2,156.05,2,3.70,0.06,0.28,0.01,0.25,2,11,0.25,3.70,2,2130.7,2,1917.3,2,,8.138,298.48,12.02,1753.44,151.84,3.70,2.35,11.34,,8.138,298.48,12.02,1753.44,151.84,3.70,2.35,11.34
830115,83,1,15,2,2016,05,29,00:38:50,44.652,-124.777,244,3.4,15.23,29.553,-999.000,9,275.6,275.5,2,1848.9,6,2084.9,6,8.0255,25.0,3,171.20,2,7.64,0.04,0.27,0.01,0.12,2,11,0.12,7.64,2,2084.9,2,1848.9,2,,8.182,262.38,10.03,1671.94,166.93,4.12,2.61,10.60,,8.182,262.38,10.03,1671.94,166.93,4.12,2.61,10.60
830116,83,1,16,2,2016,05,29,00:38:52,44.652,-124.777,244,3.7,15.22,29.563,-999.000,9,275.6,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,11,0.31,3.58,3,2156.7,3,1927.0,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.157,290.67,11.11,1750.65,165.19,4.07,2.58,11.00
830117,83,1,17,2,2016,05,29,00:38:57,44.652,-124.777,244,3.6,15.23,29.555,-999.000,9,275.6,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,11,0.31,3.58,3,2156.7,3,1927.0,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.157,290.69,11.11,1750.64,165.20,4.07,2.58,11.00
840101,84,1,1,2,2016,05,29,01:48:01,44.653,-124.650,296,292.4,6.21,34.020,-999.000,9,60.1,0.0,4,2273.8,6,2288.4,6,7.3455,25.0,2,50.75,2,62.31,0.20,36.37,0.11,2.69,2,11,2.69,62.31,2,2288.4,2,2273.8,2,,7.602,1153.82,57.70,2170.48,45.61,1.03,0.65,18.83,,7.602,1153.82,57.70,2170.48,45.61,1.03,0.65,18.83
840102,84,1,2,2,2016,05,29,01:51:40,44.653,-124.650,296,249.7,6.38,34.007,-999.000,9,66.7,66.3,2,2265.0,2,2286.8,2,7.3542,25.0,3,51.84,2,59.15,0.09,35.85,0.08,2.68,2,11,2.68,59.15,2,2286.8,2,2265.0,2,,7.626,1093.62,54.37,2162.41,48.22,1.10,0.70,18.79,,7.626,1093.62,54.37,2162.41,48.22,1.10,0.70,18.79
840103,84,1,3,2,2016,05,29,01:54:58,44.653,-124.650,296,200.2,6.94,33.966,-999.000,9,85.7,85.0,2,2244.8,2,2274.5,2,7.3946,25.0,2,55.52,2,49.71,0.03,33.49,0.08,2.48,2,11,2.48,49.71,2,2274.5,2,2244.8,2,,7.649,1039.63,50.70,2142.89,51.21,1.18,0.75,18.65,,7.649,1039.63,50.70,2142.89,51.21,1.18,0.75,18.65
840104,84,1,4,2,2016,05,29,01:57:58,44.653,-124.650,296,150.3,7.68,33.862,-999.000,9,103.1,-999,9,2222.9,2,2261.6,2,7.4310,25.0,2,59.99,2,41.84,0.03,30.65,0.03,2.33,2,11,2.33,41.84,2,2261.6,2,2222.9,2,,7.673,984.93,46.86,2121.21,54.83,1.28,0.81,18.44,,7.673,984.93,46.86,2121.21,54.83,1.28,0.81,18.44
840105,84,1,5,2,2016,05,29,02:00:24,44.653,-124.650,296,125.6,8.05,33.768,-999.000,9,112.4,112.3,2,2207.1,2,2251.4,2,7.4494,25.0,2,62.25,2,37.90,0.03,28.89,0.03,2.25,2,11,2.25,37.90,2,2251.4,2,2207.1,2,,7.689,947.58,44.54,2105.47,57.09,1.34,0.85,18.27,,7.689,947.58,44.54,2105.47,57.09,1.34,0.85,18.27
840106,84,1,6,2,2016,05,29,02:02:48,44.653,-124.650,296,100.2,8.45,33.620,-999.000,9,130.3,-999,9,2189.5,2,2244.3,2,7.4780,25.0,2,65.00,2,32.58,0.00,26.95,0.03,2.15,2,11,2.15,32.58,2,2244.3,2,2189.5,2,,7.721,876.75,40.68,2087.15,61.66,1.45,0.92,17.95,,7.721,876.75,40.68,2087.15,61.66,1.45,0.92,17.95
840107,84,1,7,2,2016,05,29,02:04:56,44.653,-124.650,296,80.7,8.91,33.374,-999.000,9,152.8,150.3,2,2160.6,2,2230.0,2,7.5291,25.0,2,71.82,2,26.09,0.10,23.72,0.04,1.90,2,11,1.90,26.09,2,2230.0,2,2160.6,2,,7.768,781.32,35.75,2056.51,68.34,1.62,1.03,17.39,,7.768,781.32,35.75,2056.51,68.34,1.62,1.03,17.39
840108,84,1,8,2,2016,05,29,02:07:01,44.653,-124.650,296,59.8,9.43,32.936,-999.000,9,198.0,-999,9,2104.8,2,2205.1,2,7.6315,25.0,2,86.86,2,17.64,0.05,16.74,0.07,1.52,2,11,1.52,17.64,2,2205.1,2,2104.8,2,,7.866,609.22,27.46,1993.61,83.73,2.00,1.26,15.99,,7.866,609.22,27.46,1993.61,83.73,2.00,1.26,15.99
840109,84,1,9,2,2016,05,29,02:08:44,44.653,-124.650,296,50.0,9.90,32.659,-999.000,9,232.4,-999,9,2059.2,2,2187.6,2,7.7183,25.0,2,103.04,2,10.36,0.02,10.54,0.05,1.11,2,11,1.11,10.36,2,2187.6,2,2059.2,2,,7.947,493.96,21.96,1938.05,99.19,2.37,1.50,14.65,,7.947,493.96,21.96,1938.05,99.19,2.37,1.50,14.65
840110,84,1,10,2,2016,05,29,02:10:23,44.653,-124.650,296,40.8,9.99,32.486,-999.000,9,256.0,257.8,2,2026.4,2,2174.7,2,7.7821,25.0,2,115.89,2,4.85,0.05,5.66,0.05,0.83,2,11,0.83,4.85,2,2174.7,2,2026.4,2,,8.004,424.93,18.85,1896.94,110.61,2.65,1.68,13.76,,8.004,424.93,18.85,1896.94,110.61,2.65,1.68,13.76
840111,84,1,11,2,2016,05,29,02:11:56,44.653,-124.650,296,30.5,10.27,32.409,-999.000,9,257.8,-999,9,2020.4,2,2174.8,2,7.7915,25.0,2,118.49,2,3.85,0.04,3.89,0.21,0.73,2,11,0.73,3.85,2,2174.8,2,2020.4,2,,8.017,411.54,18.10,1887.87,114.43,2.75,1.74,13.51,,8.017,411.54,18.10,1887.87,114.43,2.75,1.74,13.51
840112,84,1,12,2,2016,05,29,02:13:40,44.653,-124.650,296,20.5,11.06,31.990,-999.000,9,264.8,265.3,2,2002.2,2,2169.6,2,7.8288,25.0,2,124.47,2,5.99,0.22,1.23,0.13,0.63,2,11,0.63,5.99,2,2169.6,2,2002.2,2,,8.044,384.88,16.53,1863.05,122.61,2.96,1.88,12.98,,8.044,384.88,16.53,1863.05,122.61,2.96,1.88,12.98
840113,84,1,13,2,2016,05,29,02:15:33,44.653,-124.650,296,10.5,14.50,29.905,-999.000,9,296.6,-999,9,1853.6,2,2104.3,2,8.0499,25.0,2,170.37,3,5.58,0.04,0.06,0.02,0.13,2,11,0.13,5.58,2,2104.3,2,1853.6,2,,8.215,240.83,9.39,1667.85,176.36,4.33,2.75,10.32,,8.215,240.83,9.39,1667.85,176.36,4.33,2.75,10.32
840114,84,1,14,2,2016,05,29,02:17:02,44.653,-124.650,296,3.4,14.53,29.909,29.910,2,296.3,293.2,2,1838.7,6,2097.4,6,8.0682,25.0,2,191.63,2,4.97,0.05,0.00,0.04,0.08,2,11,0.08,4.97,2,2097.4,2,1838.7,2,,8.232,229.12,8.93,1648.40,181.38,4.46,2.83,10.12,,8.232,229.12,8.93,1648.40,181.38,4.46,2.83,10.12
840115,84,1,15,2,2016,05,29,02:17:04,44.653,-124.650,296,3.6,14.53,29.909,-999.000,9,296.3,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,11,0.31,3.58,3,2156.7,3,1927.0,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.163,285.04,11.10,1751.30,164.55,4.05,2.57,11.00
840116,84,1,16,2,2016,05,29,02:17:09,44.653,-124.650,296,3.3,14.53,29.910,-999.000,9,296.3,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,11,0.31,3.58,3,2156.7,3,1927.0,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.163,284.98,11.10,1751.30,164.54,4.05,2.57,11.00
850101,85,1,1,2,2016,05,29,07:01:23,44.651,-124.295,80,75.4,7.81,33.842,33.835,2,101.2,75.0,3,2217.6,2,2258.7,2,7.4253,25.0,2,58.73,2,41.64,0.15,30.01,0.20,2.28,2,11,2.28,41.64,2,2258.7,2,2217.6,2,,7.682,969.45,45.92,2115.78,55.90,1.32,0.84,18.36,,7.682,969.45,45.92,2115.78,55.90,1.32,0.84,18.36
850102,85,1,2,2,2016,05,29,07:03:14,44.651,-124.295,80,60.4,8.09,33.773,-999.000,9,103.1,102.6,2,2213.9,2,2253.8,2,7.4274,25.0,2,59.44,2,39.51,0.19,29.27,0.23,2.27,2,11,2.27,39.51,2,2253.8,2,2213.9,2,,7.676,986.85,46.31,2112.17,55.42,1.32,0.83,18.37,,7.676,986.85,46.31,2112.17,55.42,1.32,0.83,18.37
850103,85,1,3,2,2016,05,29,07:04:54,44.651,-124.295,80,50.2,8.46,33.671,-999.000,9,109.5,-999,9,2204.7,2,2248.8,2,7.4367,25.0,2,60.58,2,34.44,0.21,27.81,0.25,2.13,2,11,2.13,34.44,2,2248.8,2,2204.7,2,,7.687,961.80,44.60,2102.85,57.25,1.36,0.86,18.25,,7.687,961.80,44.60,2102.85,57.25,1.36,0.86,18.25
850104,85,1,4,2,2016,05,29,07:06:27,44.651,-124.295,80,40.2,8.83,33.329,-999.000,9,148.5,146.8,2,2157.9,2,2228.1,2,7.5252,25.0,2,71.29,2,28.39,0.07,23.24,0.12,1.85,2,11,1.85,28.39,2,2228.1,2,2157.9,2,,7.774,772.49,35.45,2053.74,68.71,1.64,1.04,17.36,,7.774,772.49,35.45,2053.74,68.71,1.64,1.04,17.36
850105,85,1,5,2,2016,05,29,07:08:13,44.651,-124.295,80,31.2,9.16,33.040,-999.000,9,174.8,-999,9,2124.0,2,2213.6,2,7.5809,25.0,2,78.11,2,22.14,0.20,19.06,0.27,1.55,2,11,1.55,22.14,2,2213.6,2,2124.0,2,,7.836,659.77,29.99,2015.73,78.27,1.88,1.19,16.50,,7.836,659.77,29.99,2015.73,78.27,1.88,1.19,16.50
850106,85,1,6,2,2016,05,29,07:09:51,44.651,-124.295,80,20.4,10.33,32.342,-999.000,9,252.4,240.9,2,2040.3,2,2186.1,2,7.7558,25.0,3,109.64,2,9.42,0.40,7.37,0.26,0.99,2,11,0.99,9.42,2,2186.1,2,2040.3,2,,7.993,441.54,19.38,1911.37,109.55,2.64,1.67,13.90,,7.993,441.54,19.38,1911.37,109.55,2.64,1.67,13.90
850107,85,1,7,2,2016,05,29,07:11:27,44.651,-124.295,80,10.6,12.39,31.546,-999.000,9,311.2,308.2,2,1912.5,2,2156.7,2,7.9911,25.0,2,164.79,2,2.18,0.07,0.08,0.04,0.26,2,11,0.26,2.18,2,2156.7,2,1912.5,2,,8.203,250.92,10.35,1730.99,171.15,4.16,2.64,10.60,,8.203,250.92,10.35,1730.99,171.15,4.16,2.64,10.60
850108,85,1,8,2,2016,05,29,07:12:49,44.651,-124.295,80,3.2,14.48,30.484,-999.000,9,300.3,299.0,2,1858.5,6,2121.6,6,8.0535,25.0,6,185.80,6,2.40,0.06,0.00,0.04,0.12,2,11,0.12,2.40,2,2121.6,2,1858.5,2,,8.229,232.19,9.03,1665.13,184.34,4.52,2.87,10.08,,8.229,232.19,9.03,1665.13,184.34,4.52,2.87,10.08
850109,85,1,9,2,2016,05,29,07:13:04,44.651,-124.295,80,3.3,14.48,30.483,-999.000,9,300.3,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,11,0.31,3.58,3,2156.7,3,1927.0,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.156,288.97,11.24,1751.80,163.91,4.02,2.55,10.97
850110,85,1,10,2,2016,05,29,07:13:09,44.651,-124.295,80,3.3,14.47,30.502,-999.000,9,300.3,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,11,0.31,3.58,3,2156.7,3,1927.0,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.156,289.04,11.24,1751.82,163.88,4.02,2.55,10.97
860101,86,1,1,2,2016,05,29,10:27:21,44.653,-124.101,30,24.7,8.89,33.570,33.501,2,94.0,108.1,2,2189.6,3,2249.3,3,7.4380,25.0,6,65.21,6,16.08,1.21,18.65,0.24,1.69,2,11,1.69,16.08,2,2249.3,3,2189.6,3,,7.737,855.60,39.13,2085.93,64.53,1.54,0.98,17.77,,7.737,855.60,39.13,2085.93,64.53,1.54,0.98,17.77
860102,86,1,2,2,2016,05,29,10:28:24,44.653,-124.101,30,20.6,8.98,33.549,-999.000,9,99.0,102.9,2,2215.5,2,2249.4,2,7.4121,25.0,2,56.17,2,18.40,1.44,21.40,0.24,1.89,2,11,1.89,18.40,2,2249.4,2,2215.5,2,,7.648,1064.06,48.51,2113.49,53.50,1.28,0.81,18.45,,7.648,1064.06,48.51,2113.49,53.50,1.28,0.81,18.45
860103,86,1,3,2,2016,05,29,10:29:58,44.653,-124.101,30,10.6,9.72,33.412,-999.000,9,166.6,162.9,2,2155.4,2,2246.6,2,7.5958,25.0,2,83.26,2,10.44,0.91,13.72,0.19,1.34,2,11,1.34,10.44,2,2246.6,2,2155.4,2,,7.828,685.14,30.51,2044.61,80.28,1.93,1.22,16.45,,7.828,685.14,30.51,2044.61,80.28,1.93,1.22,16.45
